congthuc
A*A*A*A*A
A*A*A*A*B
A*A*A*A*C
A*A*A*A*D
A*A*A*A*E
A*A*A*A*F
A*A*A*A*G
A*A*A*A*H
A*A*A*A*I
A*A*A*B*B
A*A*A*B*C
A*A*A*B*D
A*A*A*B*E
A*A*A*B*F
A*A*A*B*G
A*A*A*B*H
A*A*A*B*I
A*A*A*C*C
A*A*A*C*D
A*A*A*C*E
A*A*A*C*F
A*A*A*C*G
A*A*A*C*H
A*A*A*C*I
A*A*A*D*D
A*A*A*D*E
A*A*A*D*F
A*A*A*D*G
A*A*A*D*H
A*A*A*D*I
A*A*A*E*E
A*A*A*E*F
A*A*A*E*G
A*A*A*E*H
A*A*A*E*I
A*A*A*F*F
A*A*A*F*G
A*A*A*F*H
A*A*A*F*I
A*A*A*G*G
A*A*A*G*H
A*A*A*G*I
A*A*A*H*H
A*A*A*H*I
A*A*A*I*I
A*A*B*B*B
A*A*B*B*C
A*A*B*B*D
A*A*B*B*E
A*A*B*B*F
A*A*B*B*G
A*A*B*B*H
A*A*B*B*I
A*A*B*C*C
A*A*B*C*D
A*A*B*C*E
A*A*B*C*F
A*A*B*C*G
A*A*B*C*H
A*A*B*C*I
A*A*B*D*D
A*A*B*D*E
A*A*B*D*F
A*A*B*D*G
A*A*B*D*H
A*A*B*D*I
A*A*B*E*E
A*A*B*E*F
A*A*B*E*G
A*A*B*E*H
A*A*B*E*I
A*A*B*F*F
A*A*B*F*G
A*A*B*F*H
A*A*B*F*I
A*A*B*G*G
A*A*B*G*H
A*A*B*G*I
A*A*B*H*H
A*A*B*H*I
A*A*B*I*I
A*A*C*C*C
A*A*C*C*D
A*A*C*C*E
A*A*C*C*F
A*A*C*C*G
A*A*C*C*H
A*A*C*C*I
A*A*C*D*D
A*A*C*D*E
A*A*C*D*F
A*A*C*D*G
A*A*C*D*H
A*A*C*D*I
A*A*C*E*E
A*A*C*E*F
A*A*C*E*G
A*A*C*E*H
A*A*C*E*I
A*A*C*F*F
