congthuc
A/B
A/C
A/D
A/E
A/F
A/G
A/H
A/I
B/A
B/C
B/D
B/E
B/F
B/G
B/H
B/I
C/A
C/B
C/D
C/E
C/F
C/G
C/H
C/I
D/A
D/B
D/C
D/E
D/F
D/G
D/H
D/I
E/A
E/B
E/C
E/D
E/F
E/G
E/H
E/I
F/A
F/B
F/C
F/D
F/E
F/G
F/H
F/I
G/A
G/B
G/C
G/D
G/E
G/F
G/H
G/I
H/A
H/B
H/C
H/D
H/E
H/F
H/G
H/I
I/A
I/B
I/C
I/D
I/E
I/F
I/G
I/H
