congthuc
A/B/B/B
A/B/B/C
A/B/B/D
A/B/B/E
A/B/B/F
A/B/B/G
A/B/B/H
A/B/B/I
A/B/C/C
A/B/C/D
A/B/C/E
A/B/C/F
A/B/C/G
A/B/C/H
A/B/C/I
A/B/D/D
A/B/D/E
A/B/D/F
A/B/D/G
A/B/D/H
A/B/D/I
A/B/E/E
A/B/E/F
A/B/E/G
A/B/E/H
A/B/E/I
A/B/F/F
A/B/F/G
A/B/F/H
A/B/F/I
A/B/G/G
A/B/G/H
A/B/G/I
A/B/H/H
A/B/H/I
A/B/I/I
A/C/C/C
A/C/C/D
A/C/C/E
A/C/C/F
A/C/C/G
A/C/C/H
A/C/C/I
A/C/D/D
A/C/D/E
A/C/D/F
A/C/D/G
A/C/D/H
A/C/D/I
A/C/E/E
A/C/E/F
A/C/E/G
A/C/E/H
A/C/E/I
A/C/F/F
A/C/F/G
A/C/F/H
A/C/F/I
A/C/G/G
A/C/G/H
A/C/G/I
A/C/H/H
A/C/H/I
A/C/I/I
A/D/D/D
A/D/D/E
A/D/D/F
A/D/D/G
A/D/D/H
A/D/D/I
A/D/E/E
A/D/E/F
A/D/E/G
A/D/E/H
A/D/E/I
A/D/F/F
A/D/F/G
A/D/F/H
A/D/F/I
A/D/G/G
A/D/G/H
A/D/G/I
A/D/H/H
A/D/H/I
A/D/I/I
A/E/E/E
A/E/E/F
A/E/E/G
A/E/E/H
A/E/E/I
A/E/F/F
A/E/F/G
A/E/F/H
A/E/F/I
A/E/G/G
A/E/G/H
A/E/G/I
A/E/H/H
A/E/H/I
A/E/I/I
A/F/F/F
A/F/F/G
A/F/F/H
A/F/F/I
A/F/G/G
A/F/G/H
A/F/G/I
A/F/H/H
A/F/H/I
A/F/I/I
A/G/G/G
A/G/G/H
A/G/G/I
A/G/H/H
A/G/H/I
A/G/I/I
A/H/H/H
A/H/H/I
A/H/I/I
A/I/I/I
B/A/A/A
B/A/A/C
B/A/A/D
B/A/A/E
B/A/A/F
B/A/A/G
B/A/A/H
B/A/A/I
B/A/C/C
B/A/C/D
B/A/C/E
B/A/C/F
B/A/C/G
B/A/C/H
B/A/C/I
B/A/D/D
B/A/D/E
B/A/D/F
B/A/D/G
B/A/D/H
B/A/D/I
B/A/E/E
B/A/E/F
B/A/E/G
B/A/E/H
B/A/E/I
B/A/F/F
B/A/F/G
B/A/F/H
B/A/F/I
B/A/G/G
B/A/G/H
B/A/G/I
B/A/H/H
B/A/H/I
B/A/I/I
B/C/C/C
B/C/C/D
B/C/C/E
B/C/C/F
B/C/C/G
B/C/C/H
B/C/C/I
B/C/D/D
B/C/D/E
B/C/D/F
B/C/D/G
B/C/D/H
B/C/D/I
B/C/E/E
B/C/E/F
B/C/E/G
B/C/E/H
B/C/E/I
B/C/F/F
B/C/F/G
B/C/F/H
B/C/F/I
B/C/G/G
B/C/G/H
B/C/G/I
B/C/H/H
B/C/H/I
B/C/I/I
B/D/D/D
B/D/D/E
B/D/D/F
B/D/D/G
B/D/D/H
B/D/D/I
B/D/E/E
B/D/E/F
B/D/E/G
B/D/E/H
B/D/E/I
B/D/F/F
B/D/F/G
B/D/F/H
B/D/F/I
B/D/G/G
B/D/G/H
B/D/G/I
B/D/H/H
B/D/H/I
B/D/I/I
B/E/E/E
B/E/E/F
B/E/E/G
B/E/E/H
B/E/E/I
B/E/F/F
B/E/F/G
B/E/F/H
B/E/F/I
B/E/G/G
B/E/G/H
B/E/G/I
B/E/H/H
B/E/H/I
B/E/I/I
B/F/F/F
B/F/F/G
B/F/F/H
B/F/F/I
B/F/G/G
B/F/G/H
B/F/G/I
B/F/H/H
B/F/H/I
B/F/I/I
B/G/G/G
B/G/G/H
B/G/G/I
B/G/H/H
B/G/H/I
B/G/I/I
B/H/H/H
B/H/H/I
B/H/I/I
B/I/I/I
C/A/A/A
C/A/A/B
C/A/A/D
C/A/A/E
C/A/A/F
C/A/A/G
C/A/A/H
C/A/A/I
C/A/B/B
C/A/B/D
C/A/B/E
C/A/B/F
C/A/B/G
C/A/B/H
C/A/B/I
C/A/D/D
C/A/D/E
C/A/D/F
C/A/D/G
C/A/D/H
C/A/D/I
C/A/E/E
C/A/E/F
C/A/E/G
C/A/E/H
C/A/E/I
C/A/F/F
C/A/F/G
C/A/F/H
C/A/F/I
C/A/G/G
C/A/G/H
C/A/G/I
C/A/H/H
C/A/H/I
C/A/I/I
C/B/B/B
C/B/B/D
C/B/B/E
C/B/B/F
C/B/B/G
C/B/B/H
C/B/B/I
C/B/D/D
C/B/D/E
C/B/D/F
C/B/D/G
C/B/D/H
C/B/D/I
C/B/E/E
C/B/E/F
C/B/E/G
C/B/E/H
C/B/E/I
C/B/F/F
C/B/F/G
C/B/F/H
C/B/F/I
C/B/G/G
C/B/G/H
C/B/G/I
C/B/H/H
C/B/H/I
C/B/I/I
C/D/D/D
C/D/D/E
C/D/D/F
C/D/D/G
C/D/D/H
C/D/D/I
C/D/E/E
C/D/E/F
C/D/E/G
C/D/E/H
C/D/E/I
C/D/F/F
C/D/F/G
C/D/F/H
C/D/F/I
C/D/G/G
C/D/G/H
C/D/G/I
C/D/H/H
C/D/H/I
C/D/I/I
C/E/E/E
C/E/E/F
C/E/E/G
C/E/E/H
C/E/E/I
C/E/F/F
C/E/F/G
C/E/F/H
C/E/F/I
C/E/G/G
C/E/G/H
C/E/G/I
C/E/H/H
C/E/H/I
C/E/I/I
C/F/F/F
C/F/F/G
C/F/F/H
C/F/F/I
C/F/G/G
C/F/G/H
C/F/G/I
C/F/H/H
C/F/H/I
C/F/I/I
C/G/G/G
C/G/G/H
C/G/G/I
C/G/H/H
C/G/H/I
C/G/I/I
C/H/H/H
C/H/H/I
C/H/I/I
C/I/I/I
D/A/A/A
D/A/A/B
D/A/A/C
D/A/A/E
D/A/A/F
D/A/A/G
D/A/A/H
D/A/A/I
D/A/B/B
D/A/B/C
D/A/B/E
D/A/B/F
D/A/B/G
D/A/B/H
D/A/B/I
D/A/C/C
D/A/C/E
D/A/C/F
D/A/C/G
D/A/C/H
D/A/C/I
D/A/E/E
D/A/E/F
D/A/E/G
D/A/E/H
D/A/E/I
D/A/F/F
D/A/F/G
D/A/F/H
D/A/F/I
D/A/G/G
D/A/G/H
D/A/G/I
D/A/H/H
D/A/H/I
D/A/I/I
D/B/B/B
D/B/B/C
D/B/B/E
D/B/B/F
D/B/B/G
D/B/B/H
D/B/B/I
D/B/C/C
D/B/C/E
D/B/C/F
D/B/C/G
D/B/C/H
D/B/C/I
D/B/E/E
D/B/E/F
D/B/E/G
D/B/E/H
D/B/E/I
D/B/F/F
D/B/F/G
D/B/F/H
D/B/F/I
D/B/G/G
D/B/G/H
D/B/G/I
D/B/H/H
D/B/H/I
D/B/I/I
D/C/C/C
D/C/C/E
D/C/C/F
D/C/C/G
D/C/C/H
D/C/C/I
D/C/E/E
D/C/E/F
D/C/E/G
D/C/E/H
D/C/E/I
D/C/F/F
D/C/F/G
D/C/F/H
D/C/F/I
D/C/G/G
D/C/G/H
D/C/G/I
D/C/H/H
D/C/H/I
D/C/I/I
D/E/E/E
D/E/E/F
D/E/E/G
D/E/E/H
D/E/E/I
D/E/F/F
D/E/F/G
D/E/F/H
D/E/F/I
D/E/G/G
D/E/G/H
D/E/G/I
D/E/H/H
D/E/H/I
D/E/I/I
D/F/F/F
D/F/F/G
D/F/F/H
D/F/F/I
D/F/G/G
D/F/G/H
D/F/G/I
D/F/H/H
D/F/H/I
D/F/I/I
D/G/G/G
D/G/G/H
D/G/G/I
D/G/H/H
D/G/H/I
D/G/I/I
D/H/H/H
D/H/H/I
D/H/I/I
D/I/I/I
E/A/A/A
E/A/A/B
E/A/A/C
E/A/A/D
E/A/A/F
E/A/A/G
E/A/A/H
E/A/A/I
E/A/B/B
E/A/B/C
E/A/B/D
E/A/B/F
E/A/B/G
E/A/B/H
E/A/B/I
E/A/C/C
E/A/C/D
E/A/C/F
E/A/C/G
E/A/C/H
E/A/C/I
E/A/D/D
E/A/D/F
E/A/D/G
E/A/D/H
E/A/D/I
E/A/F/F
E/A/F/G
E/A/F/H
E/A/F/I
E/A/G/G
E/A/G/H
E/A/G/I
E/A/H/H
E/A/H/I
E/A/I/I
E/B/B/B
E/B/B/C
E/B/B/D
E/B/B/F
E/B/B/G
E/B/B/H
E/B/B/I
E/B/C/C
E/B/C/D
E/B/C/F
E/B/C/G
E/B/C/H
E/B/C/I
E/B/D/D
E/B/D/F
E/B/D/G
E/B/D/H
E/B/D/I
E/B/F/F
E/B/F/G
E/B/F/H
E/B/F/I
E/B/G/G
E/B/G/H
E/B/G/I
E/B/H/H
E/B/H/I
E/B/I/I
E/C/C/C
E/C/C/D
E/C/C/F
E/C/C/G
E/C/C/H
E/C/C/I
E/C/D/D
E/C/D/F
E/C/D/G
E/C/D/H
E/C/D/I
E/C/F/F
E/C/F/G
E/C/F/H
E/C/F/I
E/C/G/G
E/C/G/H
E/C/G/I
E/C/H/H
E/C/H/I
E/C/I/I
E/D/D/D
E/D/D/F
E/D/D/G
E/D/D/H
E/D/D/I
E/D/F/F
E/D/F/G
E/D/F/H
E/D/F/I
E/D/G/G
E/D/G/H
E/D/G/I
E/D/H/H
E/D/H/I
E/D/I/I
E/F/F/F
E/F/F/G
E/F/F/H
E/F/F/I
E/F/G/G
E/F/G/H
E/F/G/I
E/F/H/H
E/F/H/I
E/F/I/I
E/G/G/G
E/G/G/H
E/G/G/I
E/G/H/H
E/G/H/I
E/G/I/I
E/H/H/H
E/H/H/I
E/H/I/I
E/I/I/I
F/A/A/A
F/A/A/B
F/A/A/C
F/A/A/D
F/A/A/E
F/A/A/G
F/A/A/H
F/A/A/I
F/A/B/B
F/A/B/C
F/A/B/D
F/A/B/E
F/A/B/G
F/A/B/H
F/A/B/I
F/A/C/C
F/A/C/D
F/A/C/E
F/A/C/G
F/A/C/H
F/A/C/I
F/A/D/D
F/A/D/E
F/A/D/G
F/A/D/H
F/A/D/I
F/A/E/E
F/A/E/G
F/A/E/H
F/A/E/I
F/A/G/G
F/A/G/H
F/A/G/I
F/A/H/H
F/A/H/I
F/A/I/I
F/B/B/B
F/B/B/C
F/B/B/D
F/B/B/E
F/B/B/G
F/B/B/H
F/B/B/I
F/B/C/C
F/B/C/D
F/B/C/E
F/B/C/G
F/B/C/H
F/B/C/I
F/B/D/D
F/B/D/E
F/B/D/G
F/B/D/H
F/B/D/I
F/B/E/E
F/B/E/G
F/B/E/H
F/B/E/I
F/B/G/G
F/B/G/H
F/B/G/I
F/B/H/H
F/B/H/I
F/B/I/I
F/C/C/C
F/C/C/D
F/C/C/E
F/C/C/G
F/C/C/H
F/C/C/I
F/C/D/D
F/C/D/E
F/C/D/G
F/C/D/H
F/C/D/I
F/C/E/E
F/C/E/G
F/C/E/H
F/C/E/I
F/C/G/G
F/C/G/H
F/C/G/I
F/C/H/H
F/C/H/I
F/C/I/I
F/D/D/D
F/D/D/E
F/D/D/G
F/D/D/H
F/D/D/I
F/D/E/E
F/D/E/G
F/D/E/H
F/D/E/I
F/D/G/G
F/D/G/H
F/D/G/I
F/D/H/H
F/D/H/I
F/D/I/I
F/E/E/E
F/E/E/G
F/E/E/H
F/E/E/I
F/E/G/G
F/E/G/H
F/E/G/I
F/E/H/H
F/E/H/I
F/E/I/I
F/G/G/G
F/G/G/H
F/G/G/I
F/G/H/H
F/G/H/I
F/G/I/I
F/H/H/H
F/H/H/I
F/H/I/I
F/I/I/I
G/A/A/A
G/A/A/B
G/A/A/C
G/A/A/D
G/A/A/E
G/A/A/F
G/A/A/H
G/A/A/I
G/A/B/B
G/A/B/C
G/A/B/D
G/A/B/E
G/A/B/F
G/A/B/H
G/A/B/I
G/A/C/C
G/A/C/D
G/A/C/E
G/A/C/F
G/A/C/H
G/A/C/I
G/A/D/D
G/A/D/E
G/A/D/F
G/A/D/H
G/A/D/I
G/A/E/E
G/A/E/F
G/A/E/H
G/A/E/I
G/A/F/F
G/A/F/H
G/A/F/I
G/A/H/H
G/A/H/I
G/A/I/I
G/B/B/B
G/B/B/C
G/B/B/D
G/B/B/E
G/B/B/F
G/B/B/H
G/B/B/I
G/B/C/C
G/B/C/D
G/B/C/E
G/B/C/F
G/B/C/H
G/B/C/I
G/B/D/D
G/B/D/E
G/B/D/F
G/B/D/H
G/B/D/I
G/B/E/E
G/B/E/F
G/B/E/H
G/B/E/I
G/B/F/F
G/B/F/H
G/B/F/I
G/B/H/H
G/B/H/I
G/B/I/I
G/C/C/C
G/C/C/D
G/C/C/E
G/C/C/F
G/C/C/H
G/C/C/I
G/C/D/D
G/C/D/E
G/C/D/F
G/C/D/H
G/C/D/I
G/C/E/E
G/C/E/F
G/C/E/H
G/C/E/I
G/C/F/F
G/C/F/H
G/C/F/I
G/C/H/H
G/C/H/I
G/C/I/I
G/D/D/D
G/D/D/E
