congthuc
A*A*A/B/B/B/B/B
A*A*A/B/B/B/B/C
A*A*A/B/B/B/B/D
A*A*A/B/B/B/B/E
A*A*A/B/B/B/B/F
A*A*A/B/B/B/B/G
A*A*A/B/B/B/B/H
A*A*A/B/B/B/B/I
A*A*A/B/B/B/C/C
A*A*A/B/B/B/C/D
A*A*A/B/B/B/C/E
A*A*A/B/B/B/C/F
A*A*A/B/B/B/C/G
A*A*A/B/B/B/C/H
A*A*A/B/B/B/C/I
A*A*A/B/B/B/D/D
A*A*A/B/B/B/D/E
A*A*A/B/B/B/D/F
A*A*A/B/B/B/D/G
A*A*A/B/B/B/D/H
A*A*A/B/B/B/D/I
A*A*A/B/B/B/E/E
A*A*A/B/B/B/E/F
A*A*A/B/B/B/E/G
A*A*A/B/B/B/E/H
A*A*A/B/B/B/E/I
A*A*A/B/B/B/F/F
A*A*A/B/B/B/F/G
A*A*A/B/B/B/F/H
A*A*A/B/B/B/F/I
A*A*A/B/B/B/G/G
A*A*A/B/B/B/G/H
A*A*A/B/B/B/G/I
A*A*A/B/B/B/H/H
A*A*A/B/B/B/H/I
A*A*A/B/B/B/I/I
A*A*A/B/B/C/C/C
A*A*A/B/B/C/C/D
A*A*A/B/B/C/C/E
A*A*A/B/B/C/C/F
A*A*A/B/B/C/C/G
A*A*A/B/B/C/C/H
A*A*A/B/B/C/C/I
A*A*A/B/B/C/D/D
A*A*A/B/B/C/D/E
A*A*A/B/B/C/D/F
A*A*A/B/B/C/D/G
A*A*A/B/B/C/D/H
A*A*A/B/B/C/D/I
A*A*A/B/B/C/E/E
A*A*A/B/B/C/E/F
A*A*A/B/B/C/E/G
A*A*A/B/B/C/E/H
A*A*A/B/B/C/E/I
A*A*A/B/B/C/F/F
A*A*A/B/B/C/F/G
A*A*A/B/B/C/F/H
A*A*A/B/B/C/F/I
A*A*A/B/B/C/G/G
A*A*A/B/B/C/G/H
A*A*A/B/B/C/G/I
A*A*A/B/B/C/H/H
A*A*A/B/B/C/H/I
A*A*A/B/B/C/I/I
A*A*A/B/B/D/D/D
A*A*A/B/B/D/D/E
A*A*A/B/B/D/D/F
A*A*A/B/B/D/D/G
A*A*A/B/B/D/D/H
A*A*A/B/B/D/D/I
A*A*A/B/B/D/E/E
A*A*A/B/B/D/E/F
A*A*A/B/B/D/E/G
A*A*A/B/B/D/E/H
A*A*A/B/B/D/E/I
A*A*A/B/B/D/F/F
A*A*A/B/B/D/F/G
A*A*A/B/B/D/F/H
A*A*A/B/B/D/F/I
A*A*A/B/B/D/G/G
A*A*A/B/B/D/G/H
A*A*A/B/B/D/G/I
A*A*A/B/B/D/H/H
A*A*A/B/B/D/H/I
A*A*A/B/B/D/I/I
A*A*A/B/B/E/E/E
A*A*A/B/B/E/E/F
A*A*A/B/B/E/E/G
A*A*A/B/B/E/E/H
A*A*A/B/B/E/E/I
A*A*A/B/B/E/F/F
A*A*A/B/B/E/F/G
