congthuc
B*C*D*I
B*C*E*E
B*C*E*F
B*C*E*G
B*C*E*H
B*C*E*I
B*C*F*F
B*C*F*G
B*C*F*H
B*C*F*I
B*C*G*G
B*C*G*H
B*C*G*I
B*C*H*H
B*C*H*I
B*C*I*I
B*D*D*D
B*D*D*E
B*D*D*F
B*D*D*G
B*D*D*H
B*D*D*I
B*D*E*E
B*D*E*F
B*D*E*G
B*D*E*H
B*D*E*I
B*D*F*F
B*D*F*G
B*D*F*H
B*D*F*I
B*D*G*G
B*D*G*H
B*D*G*I
B*D*H*H
B*D*H*I
B*D*I*I
B*E*E*E
B*E*E*F
B*E*E*G
B*E*E*H
B*E*E*I
B*E*F*F
B*E*F*G
B*E*F*H
B*E*F*I
B*E*G*G
B*E*G*H
B*E*G*I
B*E*H*H
B*E*H*I
B*E*I*I
B*F*F*F
B*F*F*G
B*F*F*H
B*F*F*I
B*F*G*G
B*F*G*H
B*F*G*I
B*F*H*H
B*F*H*I
B*F*I*I
B*G*G*G
B*G*G*H
B*G*G*I
B*G*H*H
B*G*H*I
B*G*I*I
B*H*H*H
B*H*H*I
B*H*I*I
B*I*I*I
C*C*C*C
C*C*C*D
C*C*C*E
C*C*C*F
C*C*C*G
C*C*C*H
C*C*C*I
C*C*D*D
C*C*D*E
C*C*D*F
C*C*D*G
C*C*D*H
C*C*D*I
C*C*E*E
C*C*E*F
C*C*E*G
C*C*E*H
C*C*E*I
C*C*F*F
C*C*F*G
C*C*F*H
C*C*F*I
C*C*G*G
C*C*G*H
C*C*G*I
C*C*H*H
C*C*H*I
C*C*I*I
C*D*D*D
C*D*D*E
C*D*D*F
C*D*D*G
C*D*D*H
C*D*D*I
C*D*E*E
C*D*E*F
C*D*E*G
C*D*E*H
C*D*E*I
C*D*F*F
C*D*F*G
C*D*F*H
C*D*F*I
C*D*G*G
C*D*G*H
C*D*G*I
C*D*H*H
C*D*H*I
C*D*I*I
C*E*E*E
C*E*E*F
C*E*E*G
C*E*E*H
C*E*E*I
C*E*F*F
C*E*F*G
C*E*F*H
C*E*F*I
C*E*G*G
C*E*G*H
C*E*G*I
C*E*H*H
C*E*H*I
C*E*I*I
C*F*F*F
C*F*F*G
C*F*F*H
C*F*F*I
C*F*G*G
C*F*G*H
C*F*G*I
C*F*H*H
C*F*H*I
C*F*I*I
C*G*G*G
C*G*G*H
C*G*G*I
C*G*H*H
C*G*H*I
C*G*I*I
C*H*H*H
C*H*H*I
C*H*I*I
C*I*I*I
D*D*D*D
D*D*D*E
D*D*D*F
D*D*D*G
D*D*D*H
D*D*D*I
D*D*E*E
D*D*E*F
D*D*E*G
D*D*E*H
D*D*E*I
D*D*F*F
D*D*F*G
D*D*F*H
D*D*F*I
D*D*G*G
D*D*G*H
D*D*G*I
D*D*H*H
D*D*H*I
D*D*I*I
D*E*E*E
D*E*E*F
D*E*E*G
D*E*E*H
D*E*E*I
D*E*F*F
D*E*F*G
D*E*F*H
D*E*F*I
D*E*G*G
D*E*G*H
D*E*G*I
D*E*H*H
D*E*H*I
D*E*I*I
D*F*F*F
D*F*F*G
D*F*F*H
D*F*F*I
D*F*G*G
D*F*G*H
D*F*G*I
D*F*H*H
D*F*H*I
D*F*I*I
D*G*G*G
D*G*G*H
D*G*G*I
D*G*H*H
D*G*H*I
D*G*I*I
D*H*H*H
D*H*H*I
D*H*I*I
D*I*I*I
E*E*E*E
E*E*E*F
E*E*E*G
E*E*E*H
E*E*E*I
E*E*F*F
E*E*F*G
E*E*F*H
E*E*F*I
E*E*G*G
E*E*G*H
E*E*G*I
E*E*H*H
E*E*H*I
E*E*I*I
E*F*F*F
E*F*F*G
E*F*F*H
E*F*F*I
E*F*G*G
E*F*G*H
E*F*G*I
E*F*H*H
E*F*H*I
E*F*I*I
E*G*G*G
E*G*G*H
E*G*G*I
E*G*H*H
E*G*H*I
E*G*I*I
E*H*H*H
E*H*H*I
E*H*I*I
E*I*I*I
F*F*F*F
F*F*F*G
F*F*F*H
F*F*F*I
F*F*G*G
F*F*G*H
F*F*G*I
F*F*H*H
F*F*H*I
F*F*I*I
F*G*G*G
F*G*G*H
F*G*G*I
F*G*H*H
F*G*H*I
F*G*I*I
F*H*H*H
F*H*H*I
F*H*I*I
F*I*I*I
G*G*G*G
G*G*G*H
G*G*G*I
G*G*H*H
G*G*H*I
G*G*I*I
G*H*H*H
G*H*H*I
G*H*I*I
G*I*I*I
H*H*H*H
H*H*H*I
H*H*I*I
H*I*I*I
I*I*I*I
