congthuc
A*A*A*A*A*A*A*A/B
A*A*A*A*A*A*A*A/C
A*A*A*A*A*A*A*A/D
A*A*A*A*A*A*A*A/E
A*A*A*A*A*A*A*A/F
A*A*A*A*A*A*A*A/G
A*A*A*A*A*A*A*A/H
A*A*A*A*A*A*A*A/I
A*A*A*A*A*A*A*B/C
A*A*A*A*A*A*A*B/D
A*A*A*A*A*A*A*B/E
A*A*A*A*A*A*A*B/F
A*A*A*A*A*A*A*B/G
A*A*A*A*A*A*A*B/H
A*A*A*A*A*A*A*B/I
A*A*A*A*A*A*A*C/B
A*A*A*A*A*A*A*C/D
A*A*A*A*A*A*A*C/E
A*A*A*A*A*A*A*C/F
A*A*A*A*A*A*A*C/G
A*A*A*A*A*A*A*C/H
A*A*A*A*A*A*A*C/I
A*A*A*A*A*A*A*D/B
A*A*A*A*A*A*A*D/C
A*A*A*A*A*A*A*D/E
A*A*A*A*A*A*A*D/F
A*A*A*A*A*A*A*D/G
A*A*A*A*A*A*A*D/H
A*A*A*A*A*A*A*D/I
A*A*A*A*A*A*A*E/B
A*A*A*A*A*A*A*E/C
A*A*A*A*A*A*A*E/D
A*A*A*A*A*A*A*E/F
A*A*A*A*A*A*A*E/G
A*A*A*A*A*A*A*E/H
A*A*A*A*A*A*A*E/I
A*A*A*A*A*A*A*F/B
A*A*A*A*A*A*A*F/C
A*A*A*A*A*A*A*F/D
A*A*A*A*A*A*A*F/E
A*A*A*A*A*A*A*F/G
A*A*A*A*A*A*A*F/H
A*A*A*A*A*A*A*F/I
A*A*A*A*A*A*A*G/B
A*A*A*A*A*A*A*G/C
A*A*A*A*A*A*A*G/D
A*A*A*A*A*A*A*G/E
A*A*A*A*A*A*A*G/F
A*A*A*A*A*A*A*G/H
A*A*A*A*A*A*A*G/I
A*A*A*A*A*A*A*H/B
A*A*A*A*A*A*A*H/C
A*A*A*A*A*A*A*H/D
A*A*A*A*A*A*A*H/E
A*A*A*A*A*A*A*H/F
A*A*A*A*A*A*A*H/G
A*A*A*A*A*A*A*H/I
A*A*A*A*A*A*A*I/B
