congthuc
A*A*A
A*A*B
A*A*C
A*A*D
A*A*E
A*A*F
A*A*G
A*A*H
A*A*I
A*B*B
A*B*C
A*B*D
A*B*E
A*B*F
A*B*G
A*B*H
A*B*I
A*C*C
A*C*D
A*C*E
A*C*F
A*C*G
A*C*H
A*C*I
A*D*D
A*D*E
A*D*F
A*D*G
A*D*H
A*D*I
A*E*E
A*E*F
A*E*G
A*E*H
A*E*I
A*F*F
A*F*G
A*F*H
A*F*I
A*G*G
A*G*H
A*G*I
A*H*H
A*H*I
A*I*I
B*B*B
B*B*C
B*B*D
B*B*E
B*B*F
B*B*G
B*B*H
B*B*I
B*C*C
B*C*D
B*C*E
B*C*F
B*C*G
B*C*H
B*C*I
B*D*D
B*D*E
B*D*F
B*D*G
B*D*H
B*D*I
B*E*E
B*E*F
B*E*G
B*E*H
B*E*I
B*F*F
B*F*G
B*F*H
B*F*I
B*G*G
B*G*H
B*G*I
B*H*H
B*H*I
B*I*I
C*C*C
C*C*D
C*C*E
C*C*F
C*C*G
C*C*H
C*C*I
C*D*D
C*D*E
C*D*F
C*D*G
C*D*H
C*D*I
C*E*E
C*E*F
C*E*G
C*E*H
C*E*I
C*F*F
C*F*G
C*F*H
C*F*I
C*G*G
C*G*H
C*G*I
C*H*H
C*H*I
C*I*I
D*D*D
D*D*E
D*D*F
D*D*G
D*D*H
D*D*I
D*E*E
D*E*F
D*E*G
D*E*H
D*E*I
D*F*F
D*F*G
D*F*H
D*F*I
D*G*G
D*G*H
D*G*I
D*H*H
D*H*I
D*I*I
E*E*E
E*E*F
E*E*G
E*E*H
E*E*I
E*F*F
E*F*G
E*F*H
E*F*I
E*G*G
E*G*H
E*G*I
E*H*H
E*H*I
E*I*I
F*F*F
F*F*G
F*F*H
F*F*I
F*G*G
F*G*H
F*G*I
F*H*H
F*H*I
F*I*I
G*G*G
G*G*H
G*G*I
G*H*H
G*H*I
G*I*I
H*H*H
H*H*I
H*I*I
I*I*I
