congthuc
A*A
A*B
A*C
A*D
A*E
A*F
A*G
A*H
A*I
B*B
B*C
B*D
B*E
B*F
B*G
B*H
B*I
C*C
C*D
C*E
C*F
C*G
C*H
C*I
D*D
D*E
D*F
D*G
D*H
D*I
E*E
E*F
E*G
E*H
E*I
F*F
F*G
F*H
F*I
G*G
G*H
G*I
H*H
H*I
I*I
