congthuc
A*A/B/B/B
A*A/B/B/C
A*A/B/B/D
A*A/B/B/E
A*A/B/B/F
A*A/B/B/G
A*A/B/B/H
A*A/B/B/I
A*A/B/C/C
A*A/B/C/D
A*A/B/C/E
A*A/B/C/F
A*A/B/C/G
A*A/B/C/H
A*A/B/C/I
A*A/B/D/D
A*A/B/D/E
A*A/B/D/F
A*A/B/D/G
A*A/B/D/H
A*A/B/D/I
A*A/B/E/E
A*A/B/E/F
A*A/B/E/G
A*A/B/E/H
A*A/B/E/I
A*A/B/F/F
A*A/B/F/G
A*A/B/F/H
A*A/B/F/I
A*A/B/G/G
A*A/B/G/H
A*A/B/G/I
A*A/B/H/H
A*A/B/H/I
A*A/B/I/I
A*A/C/C/C
A*A/C/C/D
A*A/C/C/E
A*A/C/C/F
A*A/C/C/G
A*A/C/C/H
A*A/C/C/I
A*A/C/D/D
A*A/C/D/E
A*A/C/D/F
A*A/C/D/G
A*A/C/D/H
A*A/C/D/I
A*A/C/E/E
A*A/C/E/F
A*A/C/E/G
A*A/C/E/H
A*A/C/E/I
A*A/C/F/F
A*A/C/F/G
A*A/C/F/H
A*A/C/F/I
A*A/C/G/G
A*A/C/G/H
A*A/C/G/I
A*A/C/H/H
A*A/C/H/I
A*A/C/I/I
A*A/D/D/D
A*A/D/D/E
A*A/D/D/F
A*A/D/D/G
A*A/D/D/H
A*A/D/D/I
A*A/D/E/E
A*A/D/E/F
A*A/D/E/G
A*A/D/E/H
A*A/D/E/I
A*A/D/F/F
A*A/D/F/G
A*A/D/F/H
A*A/D/F/I
A*A/D/G/G
A*A/D/G/H
A*A/D/G/I
A*A/D/H/H
A*A/D/H/I
A*A/D/I/I
A*A/E/E/E
A*A/E/E/F
A*A/E/E/G
A*A/E/E/H
A*A/E/E/I
A*A/E/F/F
A*A/E/F/G
A*A/E/F/H
A*A/E/F/I
A*A/E/G/G
A*A/E/G/H
A*A/E/G/I
A*A/E/H/H
A*A/E/H/I
A*A/E/I/I
A*A/F/F/F
A*A/F/F/G
A*A/F/F/H
A*A/F/F/I
A*A/F/G/G
A*A/F/G/H
A*A/F/G/I
A*A/F/H/H
A*A/F/H/I
A*A/F/I/I
A*A/G/G/G
A*A/G/G/H
A*A/G/G/I
A*A/G/H/H
A*A/G/H/I
A*A/G/I/I
A*A/H/H/H
A*A/H/H/I
A*A/H/I/I
A*A/I/I/I
A*B/C/C/C
A*B/C/C/D
A*B/C/C/E
A*B/C/C/F
A*B/C/C/G
A*B/C/C/H
A*B/C/C/I
A*B/C/D/D
A*B/C/D/E
A*B/C/D/F
A*B/C/D/G
A*B/C/D/H
A*B/C/D/I
A*B/C/E/E
A*B/C/E/F
A*B/C/E/G
A*B/C/E/H
A*B/C/E/I
A*B/C/F/F
A*B/C/F/G
A*B/C/F/H
A*B/C/F/I
A*B/C/G/G
A*B/C/G/H
A*B/C/G/I
A*B/C/H/H
A*B/C/H/I
A*B/C/I/I
A*B/D/D/D
A*B/D/D/E
A*B/D/D/F
A*B/D/D/G
A*B/D/D/H
A*B/D/D/I
A*B/D/E/E
A*B/D/E/F
A*B/D/E/G
A*B/D/E/H
A*B/D/E/I
A*B/D/F/F
A*B/D/F/G
A*B/D/F/H
A*B/D/F/I
A*B/D/G/G
A*B/D/G/H
A*B/D/G/I
A*B/D/H/H
A*B/D/H/I
A*B/D/I/I
A*B/E/E/E
A*B/E/E/F
A*B/E/E/G
A*B/E/E/H
A*B/E/E/I
A*B/E/F/F
A*B/E/F/G
A*B/E/F/H
A*B/E/F/I
A*B/E/G/G
A*B/E/G/H
A*B/E/G/I
A*B/E/H/H
A*B/E/H/I
A*B/E/I/I
A*B/F/F/F
A*B/F/F/G
A*B/F/F/H
A*B/F/F/I
A*B/F/G/G
A*B/F/G/H
A*B/F/G/I
A*B/F/H/H
A*B/F/H/I
A*B/F/I/I
A*B/G/G/G
A*B/G/G/H
A*B/G/G/I
A*B/G/H/H
A*B/G/H/I
A*B/G/I/I
A*B/H/H/H
A*B/H/H/I
A*B/H/I/I
A*B/I/I/I
A*C/B/B/B
A*C/B/B/D
A*C/B/B/E
A*C/B/B/F
A*C/B/B/G
A*C/B/B/H
A*C/B/B/I
A*C/B/D/D
A*C/B/D/E
A*C/B/D/F
A*C/B/D/G
A*C/B/D/H
A*C/B/D/I
A*C/B/E/E
A*C/B/E/F
A*C/B/E/G
A*C/B/E/H
A*C/B/E/I
A*C/B/F/F
A*C/B/F/G
A*C/B/F/H
A*C/B/F/I
A*C/B/G/G
A*C/B/G/H
A*C/B/G/I
A*C/B/H/H
A*C/B/H/I
A*C/B/I/I
A*C/D/D/D
A*C/D/D/E
A*C/D/D/F
A*C/D/D/G
A*C/D/D/H
A*C/D/D/I
A*C/D/E/E
A*C/D/E/F
A*C/D/E/G
A*C/D/E/H
A*C/D/E/I
A*C/D/F/F
A*C/D/F/G
A*C/D/F/H
A*C/D/F/I
A*C/D/G/G
A*C/D/G/H
A*C/D/G/I
A*C/D/H/H
A*C/D/H/I
A*C/D/I/I
A*C/E/E/E
A*C/E/E/F
A*C/E/E/G
A*C/E/E/H
A*C/E/E/I
A*C/E/F/F
A*C/E/F/G
A*C/E/F/H
A*C/E/F/I
A*C/E/G/G
A*C/E/G/H
A*C/E/G/I
A*C/E/H/H
A*C/E/H/I
A*C/E/I/I
A*C/F/F/F
A*C/F/F/G
A*C/F/F/H
A*C/F/F/I
A*C/F/G/G
A*C/F/G/H
A*C/F/G/I
A*C/F/H/H
A*C/F/H/I
A*C/F/I/I
