congthuc
A/B/B
A/B/C
A/B/D
A/B/E
A/B/F
A/B/G
A/B/H
A/B/I
A/C/C
A/C/D
A/C/E
A/C/F
A/C/G
A/C/H
A/C/I
A/D/D
A/D/E
A/D/F
A/D/G
A/D/H
A/D/I
A/E/E
A/E/F
A/E/G
A/E/H
A/E/I
A/F/F
A/F/G
A/F/H
A/F/I
A/G/G
A/G/H
A/G/I
A/H/H
A/H/I
A/I/I
B/A/A
B/A/C
B/A/D
B/A/E
B/A/F
B/A/G
B/A/H
B/A/I
B/C/C
B/C/D
B/C/E
B/C/F
B/C/G
B/C/H
B/C/I
B/D/D
B/D/E
B/D/F
B/D/G
B/D/H
B/D/I
B/E/E
B/E/F
B/E/G
B/E/H
B/E/I
B/F/F
B/F/G
B/F/H
B/F/I
B/G/G
B/G/H
B/G/I
B/H/H
B/H/I
B/I/I
C/A/A
C/A/B
C/A/D
C/A/E
C/A/F
C/A/G
C/A/H
C/A/I
C/B/B
C/B/D
C/B/E
C/B/F
C/B/G
C/B/H
C/B/I
C/D/D
C/D/E
C/D/F
C/D/G
C/D/H
C/D/I
C/E/E
C/E/F
C/E/G
C/E/H
C/E/I
C/F/F
C/F/G
C/F/H
C/F/I
C/G/G
C/G/H
C/G/I
C/H/H
C/H/I
C/I/I
D/A/A
D/A/B
D/A/C
D/A/E
D/A/F
D/A/G
D/A/H
D/A/I
D/B/B
D/B/C
D/B/E
D/B/F
D/B/G
D/B/H
D/B/I
D/C/C
D/C/E
D/C/F
D/C/G
D/C/H
D/C/I
D/E/E
D/E/F
D/E/G
D/E/H
D/E/I
D/F/F
D/F/G
D/F/H
D/F/I
D/G/G
D/G/H
D/G/I
D/H/H
D/H/I
D/I/I
E/A/A
E/A/B
E/A/C
E/A/D
E/A/F
E/A/G
E/A/H
E/A/I
E/B/B
E/B/C
E/B/D
E/B/F
E/B/G
E/B/H
E/B/I
E/C/C
E/C/D
E/C/F
E/C/G
E/C/H
E/C/I
E/D/D
E/D/F
E/D/G
E/D/H
E/D/I
E/F/F
E/F/G
E/F/H
E/F/I
E/G/G
E/G/H
E/G/I
E/H/H
E/H/I
E/I/I
F/A/A
F/A/B
F/A/C
F/A/D
F/A/E
F/A/G
F/A/H
F/A/I
F/B/B
F/B/C
F/B/D
F/B/E
F/B/G
F/B/H
F/B/I
F/C/C
F/C/D
F/C/E
F/C/G
F/C/H
F/C/I
F/D/D
F/D/E
F/D/G
F/D/H
F/D/I
F/E/E
F/E/G
F/E/H
F/E/I
F/G/G
F/G/H
F/G/I
F/H/H
F/H/I
F/I/I
G/A/A
G/A/B
G/A/C
G/A/D
G/A/E
G/A/F
G/A/H
G/A/I
G/B/B
G/B/C
G/B/D
G/B/E
G/B/F
G/B/H
G/B/I
G/C/C
G/C/D
G/C/E
G/C/F
G/C/H
G/C/I
G/D/D
G/D/E
G/D/F
G/D/H
G/D/I
G/E/E
G/E/F
G/E/H
G/E/I
G/F/F
G/F/H
G/F/I
G/H/H
G/H/I
G/I/I
H/A/A
H/A/B
H/A/C
H/A/D
H/A/E
H/A/F
H/A/G
H/A/I
H/B/B
H/B/C
H/B/D
H/B/E
H/B/F
H/B/G
H/B/I
H/C/C
H/C/D
H/C/E
H/C/F
H/C/G
H/C/I
H/D/D
H/D/E
H/D/F
H/D/G
H/D/I
H/E/E
H/E/F
H/E/G
H/E/I
H/F/F
H/F/G
H/F/I
H/G/G
H/G/I
H/I/I
I/A/A
I/A/B
I/A/C
I/A/D
I/A/E
I/A/F
I/A/G
I/A/H
I/B/B
I/B/C
I/B/D
I/B/E
I/B/F
I/B/G
I/B/H
I/C/C
I/C/D
I/C/E
I/C/F
I/C/G
I/C/H
I/D/D
I/D/E
I/D/F
I/D/G
I/D/H
I/E/E
I/E/F
I/E/G
I/E/H
I/F/F
I/F/G
I/F/H
I/G/G
I/G/H
I/H/H
